,player_display_name,position,position_group,recent_team,season,receiving_epa_mean_receive,mean_receiving_epa_per_week,receiving_epa_median_receive,median_receiving_epa_per_week,rushing_epa_mean_rush,mean_rushing_epa_per_week,rushing_epa_median_rush,median_rushing_epa_per_week,season_pass,passing_epa_mean_pass,mean_passing_epa_per_week,passing_epa_median_pass,median_passing_epa_per_week,week,number_weeks_played_in_time_period,mean_epa_per_week,median_epa_per_week
413,Marquise Brown,WR,WR,ARI,2022,0.44389945,0.44389945,2.116239,2.116239,-0.22807595,-0.22807595,-0.22807595,-0.22807595,2022,0.0,0.0,0.0,0.0,11,11,0.2158235,1.8881631
414,Marquise Goodwin,WR,WR,SEA,2022,1.7416815,1.7416815,1.0965197,1.0965197,-0.25497806,-0.25497806,-0.25497806,-0.25497806,2022,0.0,0.0,0.0,0.0,12,12,1.4867034,0.84154165
415,Marvin Jones,WR,WR,JAX,2022,0.95174164,0.95174164,1.529512,1.529512,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,15,15,0.95174164,1.529512
416,Mason Kinsey,WR,WR,TEN,2022,0.0048524463,0.0048524463,0.0048524463,0.0048524463,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,0.0048524463,0.0048524463
417,Mason Schreck,TE,TE,HOU,2022,-0.32775053,-0.32775053,-0.32775053,-0.32775053,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,-0.32775053,-0.32775053
418,Matt Breida,RB,RB,NYG,2022,0.2646988,0.2646988,0.19808507,0.19808507,-0.0064394963,-0.0064394963,0.107789636,0.107789636,2022,0.0,0.0,0.0,0.0,16,16,0.2582593,0.3058747
419,Matt Ryan,QB,QB,IND,2022,0.0,0.0,0.0,0.0,-1.0032091,-1.0032091,-1.3422701,-1.3422701,2022,-2.0633337,-2.0633337,-3.6865716,-3.6865716,12,12,-3.0665429,-5.028842
420,Matthew Stafford,QB,QB,LA,2022,0.0,0.0,0.0,0.0,-0.35751992,-0.35751992,-0.30429175,-0.30429175,2022,-2.6708164,-2.6708164,0.43298313,0.43298313,9,9,-3.0283363,0.12869138
421,Matthias Farley,FS,DB,LV,2022,0.0,0.0,0.0,0.0,-4.0786285,-4.0786285,-4.0786285,-4.0786285,2022,0.0,0.0,0.0,0.0,1,1,-4.0786285,-4.0786285
422,Maurice Alexander,WR,WR,DET,2022,-0.66319275,-0.66319275,-0.66319275,-0.66319275,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.66319275,-0.66319275
423,Maxx Williams,TE,TE,ARI,2022,0.36531776,0.36531776,0.36531776,0.36531776,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,0.36531776,0.36531776
424,Mecole Hardman,WR,WR,KC,2022,2.3231897,2.3231897,2.1679006,2.1679006,0.66754895,0.66754895,0.46170017,0.46170017,2022,0.0,0.0,0.0,0.0,8,8,2.9907386,2.6296008
425,Melvin Gordon,RB,RB,DEN,2022,0.111153305,0.111153305,-0.8030829,-0.8030829,-2.961523,-2.961523,-2.2197912,-2.2197912,2022,0.0,0.0,0.0,0.0,10,10,-2.8503697,-3.022874
426,Michael Bandy,WR,WR,LAC,2022,-0.3294456,-0.3294456,-0.72609144,-0.72609144,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,-0.3294456,-0.72609144
427,Michael Burton,FB,RB,KC,2022,-0.086055316,-0.086055316,-0.43885726,-0.43885726,-0.38504392,-0.38504392,-1.2637687,-1.2637687,2022,0.0,0.0,0.0,0.0,6,6,-0.47109923,-1.702626
428,Michael Carter,RB,RB,NYJ,2022,-0.10768869,-0.10768869,0.25875223,0.25875223,-1.3635532,-1.3635532,-0.98666364,-0.98666364,2022,0.0,0.0,0.0,0.0,15,15,-1.4712418,-0.7279114
429,Michael Dickson,P,SPEC,SEA,2022,0.0,0.0,0.0,0.0,-4.2261763,-4.2261763,-4.2261763,-4.2261763,2022,0.0,0.0,0.0,0.0,2,2,-4.2261763,-4.2261763
430,Michael Gallup,WR,WR,DAL,2022,0.2999435,0.2999435,0.09568773,0.09568773,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,13,13,0.2999435,0.09568773
431,Michael Jackson,CB,DB,SEA,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,0.0,0.0
432,Michael Pittman,WR,WR,IND,2022,1.3983995,1.3983995,0.9938607,0.9938607,1.9698296,1.9698296,1.9698296,1.9698296,2022,0.0,0.0,0.0,0.0,15,15,3.368229,2.9636903
433,Michael Thomas,WR,WR,NO,2022,5.565436,5.565436,4.9432597,4.9432597,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,3,3,5.565436,4.9432597
434,Mike Boone,RB,RB,DEN,2022,-1.0212394,-1.0212394,-0.43017203,-0.43017203,-0.61503667,-0.61503667,-0.7848417,-0.7848417,2022,0.0,0.0,0.0,0.0,8,8,-1.636276,-1.2150137
435,Mike Davis,RB,RB,BAL,2022,-0.5202089,-0.5202089,-0.5202089,-0.5202089,-0.99903405,-0.99903405,-0.31833175,-0.31833175,2022,0.0,0.0,0.0,0.0,5,5,-1.519243,-0.8385407
436,Mike Evans,WR,WR,TB,2022,1.8025533,1.8025533,2.8365703,2.8365703,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,15,15,1.8025533,2.8365703
437,Mike Gesicki,TE,TE,MIA,2022,0.21860957,0.21860957,-0.3885971,-0.3885971,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,16,16,0.21860957,-0.3885971
438,Mike Strachan,WR,WR,IND,2022,-0.53320897,-0.53320897,-1.5183632,-1.5183632,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,5,5,-0.53320897,-1.5183632
439,Mike Thomas,WR,WR,CIN,2022,-1.2339987,-1.2339987,-1.7537632,-1.7537632,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,-1.2339987,-1.7537632
440,Mike White,QB,QB,NYJ,2022,0.0,0.0,0.0,0.0,1.2879107,1.2879107,1.2879107,1.2879107,2022,-1.9069664,-1.9069664,-3.0985417,-3.0985417,4,4,-0.61905575,-1.810631
441,Mike Williams,WR,WR,LAC,2022,2.5080519,2.5080519,3.7850108,3.7850108,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,12,12,2.5080519,3.7850108
442,Mike Woods,WR,WR,CLE,2022,-1.5809784,-1.5809784,-1.0898882,-1.0898882,-1.5276494,-1.5276494,-1.5276494,-1.5276494,2022,0.0,0.0,0.0,0.0,5,5,-3.1086278,-2.6175375
443,Miles Boykin,WR,WR,PIT,2022,-0.29345864,-0.29345864,-0.4810342,-0.4810342,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,3,3,-0.29345864,-0.4810342
444,Miles Sanders,RB,RB,PHI,2022,-0.8293885,-0.8293885,-0.55039245,-0.55039245,0.9582477,0.9582477,0.7873348,0.7873348,2022,0.0,0.0,0.0,0.0,16,16,0.12885922,0.23694235
445,Miller Forristall,TE,TE,CLE,2022,-0.5086182,-0.5086182,-0.5086182,-0.5086182,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.5086182,-0.5086182
446,Mitchell Trubisky,QB,QB,PIT,2022,0.0,0.0,0.0,0.0,-0.54384196,-0.54384196,0.6341227,0.6341227,2022,1.104324,1.104324,-1.4143336,-1.4143336,7,7,0.560482,-0.78021085
447,Mitchell Wilcox,TE,TE,CIN,2022,1.0302348,1.0302348,0.47632772,0.47632772,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,1.0302348,0.47632772
448,Mo Alie-Cox,TE,TE,IND,2022,-0.31164977,-0.31164977,-0.45256802,-0.45256802,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,13,13,-0.31164977,-0.45256802
449,Montrell Washington,WR,WR,DEN,2022,-1.1120552,-1.1120552,-1.1055425,-1.1055425,-0.0035891891,-0.0035891891,-0.4503895,-0.4503895,2022,0.0,0.0,0.0,0.0,9,9,-1.1156443,-1.555932
450,MyCole Pruitt,TE,TE,ATL,2022,0.67520684,0.67520684,0.88012177,0.88012177,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,0.67520684,0.88012177
451,Myles Gaskin,RB,RB,MIA,2022,-2.1349466,-2.1349466,-2.1349466,-2.1349466,-2.497386,-2.497386,-2.497386,-2.497386,2022,0.0,0.0,0.0,0.0,2,2,-4.632333,-4.632333
452,N'Keal Harry,WR,WR,CHI,2022,1.577296,1.577296,0.93259203,0.93259203,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,5,5,1.577296,0.93259203
453,Najee Harris,RB,RB,PIT,2022,0.12575957,0.12575957,-0.20464356,-0.20464356,-1.3489437,-1.3489437,-0.7685423,-0.7685423,2022,-0.06479256,-0.06479256,-0.06479256,-0.06479256,16,16,-1.2879766,-1.0379784
454,Nate Sudfeld,QB,QB,DET,2022,0.0,0.0,0.0,0.0,-1.7406414,-1.7406414,-1.7406414,-1.7406414,2022,-0.89872783,-0.89872783,-0.89872783,-0.89872783,2,2,-2.6393692,-2.6393692
455,Nathan Peterman,QB,QB,CHI,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,-0.7024723,-0.7024723,-0.7024723,-0.7024723,2,2,-0.7024723,-0.7024723
456,Nelson Agholor,WR,WR,NE,2022,-0.61644185,-0.61644185,-1.2172389,-1.2172389,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,13,13,-0.61644185,-1.2172389
457,Nick Chubb,RB,RB,CLE,2022,0.31006315,0.31006315,0.08786853,0.08786853,0.71071553,0.71071553,1.6877772,1.6877772,2022,0.0,0.0,0.0,0.0,16,16,1.0207787,1.7756457
458,Nick Foles,QB,QB,IND,2022,0.0,0.0,0.0,0.0,-2.1278229,-2.1278229,-2.1278229,-2.1278229,2022,-17.085613,-17.085613,-17.085613,-17.085613,2,2,-19.213436,-19.213436
459,Nick Mullens,QB,QB,MIN,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2.2850113,2.2850113,2.1543367,2.1543367,3,3,2.2850113,2.1543367
460,Nick Vannett,TE,TE,NO,2022,0.10595366,0.10595366,0.10595366,0.10595366,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,0.10595366,0.10595366
461,Nick Vannett,TE,TE,NYG,2022,0.5524234,0.5524234,0.5524234,0.5524234,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,0.5524234,0.5524234
462,Nick Westbrook-Ikhine,WR,WR,TEN,2022,0.24210505,0.24210505,-0.7384287,-0.7384287,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,14,14,0.24210505,-0.7384287
463,Nico Collins,WR,WR,HOU,2022,-0.13270557,-0.13270557,-0.50401056,-0.50401056,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,10,10,-0.13270557,-0.50401056
464,Noah Brown,WR,WR,DAL,2022,0.38446924,0.38446924,-0.081355624,-0.081355624,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,14,14,0.38446924,-0.081355624
465,Noah Fant,TE,TE,SEA,2022,1.2335134,1.2335134,0.7703037,0.7703037,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,16,16,1.2335134,0.7703037
466,Noah Gray,TE,TE,KC,2022,0.7163838,0.7163838,0.63619286,0.63619286,1.4546351,1.4546351,1.4546351,1.4546351,2022,0.0,0.0,0.0,0.0,16,16,2.171019,2.090828
467,Noah Togiai,TE,TE,PHI,2022,-0.64056355,-0.64056355,-0.64056355,-0.64056355,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.64056355,-0.64056355
468,Nsimba Webster,WR,WR,CHI,2022,0.38132998,0.38132998,0.38132998,0.38132998,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,0.38132998,0.38132998
469,Nyheim Hines,RB,RB,BUF,2022,0.7527655,0.7527655,0.8418389,0.8418389,-0.97602415,-0.97602415,-0.44064996,-0.44064996,2022,0.0,0.0,0.0,0.0,8,8,-0.22325867,0.40118894
470,Nyheim Hines,RB,RB,IND,2022,1.0115336,1.0115336,0.7931785,0.7931785,-1.2025677,-1.2025677,-0.55329186,-0.55329186,2022,0.0,0.0,0.0,0.0,7,7,-0.19103408,0.23988664
471,O.J. Howard,TE,TE,HOU,2022,-0.18572938,-0.18572938,-0.5133086,-0.5133086,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,11,11,-0.18572938,-0.5133086
472,Olamide Zaccheaus,WR,WR,ATL,2022,1.4073565,1.4073565,1.0803235,1.0803235,-0.23561579,-0.23561579,-0.23561579,-0.23561579,2022,0.0,0.0,0.0,0.0,15,15,1.1717408,0.84470767
473,Parker Hesse,TE,TE,ATL,2022,1.0346103,1.0346103,0.8583017,0.8583017,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,8,8,1.0346103,0.8583017
474,Parris Campbell,WR,WR,IND,2022,0.009049639,0.009049639,1.082219,1.082219,0.14966404,0.14966404,-0.40486076,-0.40486076,2022,0.0,0.0,0.0,0.0,16,16,0.15871368,0.67735827
475,Pat Freiermuth,TE,TE,PIT,2022,0.7492234,0.7492234,-0.03378743,-0.03378743,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,14,14,0.7492234,-0.03378743
476,Patrick Mahomes,QB,QB,KC,2022,0.3510209,0.3510209,0.3510209,0.3510209,1.3515781,1.3515781,2.0540779,2.0540779,2022,11.9351015,11.9351015,8.033855,8.033855,16,16,13.637701,10.438954
477,Patrick Ricard,FB,RB,BAL,2022,-0.59511924,-0.59511924,0.042376526,0.042376526,-0.49560148,-0.49560148,0.35554305,0.35554305,2022,0.0,0.0,0.0,0.0,12,12,-1.0907207,0.39791957
478,Patrick Taylor,RB,RB,GB,2022,2.6245534,2.6245534,2.6245534,2.6245534,-0.6310233,-0.6310233,-0.7274816,-0.7274816,2022,0.0,0.0,0.0,0.0,4,4,1.9935302,1.8970718
479,Penei Sewell,T,OL,DET,2022,1.0604486,1.0604486,1.0604486,1.0604486,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,1.0604486,1.0604486
480,Penny Hart,WR,WR,SEA,2022,-0.29280204,-0.29280204,-0.106977835,-0.106977835,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,3,3,-0.29280204,-0.106977835
481,Peyton Hendershot,TE,TE,DAL,2022,-0.3975006,-0.3975006,-0.14562947,-0.14562947,1.1325952,1.1325952,1.1325952,1.1325952,2022,0.0,0.0,0.0,0.0,9,9,0.73509455,0.9869657
482,Pharaoh Brown,TE,TE,CLE,2022,-0.7810089,-0.7810089,-0.92132014,-0.92132014,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,-0.7810089,-0.92132014
483,Pharaoh Brown,TE,TE,HOU,2022,0.21176328,0.21176328,0.59381044,0.59381044,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,3,3,0.21176328,0.59381044
484,Pharoh Cooper,WR,WR,ARI,2022,0.0,0.0,0.0,0.0,-0.2541593,-0.2541593,-0.2541593,-0.2541593,2022,0.0,0.0,0.0,0.0,1,1,-0.2541593,-0.2541593
485,Phillip Dorsett,WR,WR,HOU,2022,-0.2649851,-0.2649851,-0.6874784,-0.6874784,0.0,0.0,0.0,0.0,2022,-0.5361111,-0.5361111,-0.5361111,-0.5361111,14,14,-0.8010962,-1.2235895
486,Phillip Lindsay,RB,RB,IND,2022,-0.50616467,-0.50616467,-0.52910143,-0.52910143,-0.9396174,-0.9396174,-0.86317307,-0.86317307,2022,0.0,0.0,0.0,0.0,3,3,-1.4457821,-1.3922745
487,Phillip Walker,QB,QB,CAR,2022,0.0,0.0,0.0,0.0,0.35796392,0.35796392,-0.050441004,-0.050441004,2022,-3.3219852,-3.3219852,-1.2408087,-1.2408087,6,6,-2.9640212,-1.2912498
488,Pierre Strong,RB,RB,NE,2022,0.33340627,0.33340627,-0.2959631,-0.2959631,1.9123943,1.9123943,1.3042172,1.3042172,2022,0.0,0.0,0.0,0.0,4,4,2.2458005,1.008254
489,Quez Watkins,WR,WR,PHI,2022,-0.7129904,-0.7129904,-0.7888194,-0.7888194,-1.346786,-1.346786,-1.346786,-1.346786,2022,0.0,0.0,0.0,0.0,15,15,-2.0597763,-2.1356053
490,Quintez Cephus,WR,WR,DET,2022,2.9725595,2.9725595,2.9725595,2.9725595,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,2.9725595,2.9725595
491,Quintin Morris,TE,TE,BUF,2022,-0.025973171,-0.025973171,0.249255,0.249255,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,6,6,-0.025973171,0.249255
492,Racey McMath,WR,WR,TEN,2022,-1.8542646,-1.8542646,-3.4424858,-3.4424858,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,3,3,-1.8542646,-3.4424858
493,Rachaad White,RB,RB,TB,2022,0.49802908,0.49802908,0.54647696,0.54647696,-1.1124139,-1.1124139,-0.96095455,-0.96095455,2022,0.0,0.0,0.0,0.0,15,15,-0.6143848,-0.4144776
494,Raheem Blackshear,RB,RB,CAR,2022,0.15344435,0.15344435,0.43837848,0.43837848,0.342941,0.342941,0.324759,0.324759,2022,0.0,0.0,0.0,0.0,9,9,0.49638534,0.76313746
495,Raheem Mostert,RB,RB,MIA,2022,0.2533239,0.2533239,0.15240428,0.15240428,-0.14392759,-0.14392759,-0.5766638,-0.5766638,2022,0.0,0.0,0.0,0.0,15,15,0.10939632,-0.4242595
496,Randall Cobb,WR,WR,GB,2022,1.8324107,1.8324107,2.0130439,2.0130439,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,12,12,1.8324107,2.0130439
497,Rashaad Penny,RB,RB,SEA,2022,0.35637882,0.35637882,0.012824935,0.012824935,2.6288977,2.6288977,0.88999206,0.88999206,2022,0.0,0.0,0.0,0.0,5,5,2.9852765,0.902817
498,Rashid Shaheed,WR,WR,NO,2022,3.0943904,3.0943904,2.946541,2.946541,1.4277873,1.4277873,0.6743289,0.6743289,2022,0.0,0.0,0.0,0.0,10,10,4.5221777,3.62087
499,Rashod Bateman,WR,WR,BAL,2022,0.44126952,0.44126952,0.2883867,0.2883867,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,6,6,0.44126952,0.2883867
500,Ray-Ray McCloud,WR,WR,SF,2022,0.8851781,0.8851781,0.66253036,0.66253036,1.9386293,1.9386293,1.9386293,1.9386293,2022,0.0,0.0,0.0,0.0,14,14,2.8238072,2.6011596
501,Reggie Gilliam,FB,RB,BUF,2022,0.98249006,0.98249006,0.9834497,0.9834497,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,0.98249006,0.9834497
502,Rex Burkhead,RB,RB,HOU,2022,-1.5166478,-1.5166478,-1.4949561,-1.4949561,-0.97282034,-0.97282034,-0.371633,-0.371633,2022,-0.4519726,-0.4519726,-0.4519726,-0.4519726,14,14,-2.9414406,-2.3185616
503,Rhamondre Stevenson,RB,RB,NE,2022,-0.64571387,-0.64571387,-0.5545556,-0.5545556,-0.73317367,-0.73317367,-0.27126727,-0.27126727,2022,0.0,0.0,0.0,0.0,16,16,-1.3788875,-0.82582283
504,Richard Rodgers,TE,TE,LAC,2022,-0.96338564,-0.96338564,-0.9197219,-0.9197219,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,3,3,-0.96338564,-0.9197219
505,Richie James,WR,WR,NYG,2022,1.7497004,1.7497004,1.2413278,1.2413278,-0.2766598,-0.2766598,-0.2766598,-0.2766598,2022,0.0,0.0,0.0,0.0,14,14,1.4730406,0.964668
506,Riley Dixon,P,SPEC,LA,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2.693377,2.693377,2.693377,2.693377,2,2,2.693377,2.693377
507,River Cracraft,WR,WR,MIA,2022,0.28084412,0.28084412,0.5893286,0.5893286,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,0.28084412,0.5893286
508,Robby Anderson,WR,WR,ARI,2022,-0.90584564,-0.90584564,-0.80898654,-0.80898654,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,-0.90584564,-0.80898654
509,Robby Anderson,WR,WR,CAR,2022,-0.16073534,-0.16073534,0.018829787,0.018829787,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,5,5,-0.16073534,0.018829787
510,Robert Tonyan,TE,TE,GB,2022,0.1716212,0.1716212,0.47589773,0.47589773,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,16,16,0.1716212,0.47589773
511,Robert Woods,WR,WR,TEN,2022,0.22365664,0.22365664,-0.02190825,-0.02190825,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,16,16,0.22365664,-0.02190825
512,Romeo Doubs,WR,WR,GB,2022,0.022789175,0.022789175,0.78804123,0.78804123,0.5182847,0.5182847,0.5182847,0.5182847,2022,0.0,0.0,0.0,0.0,12,12,0.54107386,1.3063259
513,Ronald Jones,RB,RB,KC,2022,1.849646,1.849646,1.849646,1.849646,-0.30541125,-0.30541125,-0.3668173,-0.3668173,2022,0.0,0.0,0.0,0.0,4,4,1.5442348,1.4828286
514,Rondale Moore,WR,WR,ARI,2022,1.6250316,1.6250316,3.275274,3.275274,-1.8887849,-1.8887849,-1.9351404,-1.9351404,2022,0.0,0.0,0.0,0.0,8,8,-0.2637533,1.3401337
515,Ronnie Rivers,RB,RB,LA,2022,-0.15931073,-0.15931073,-0.15931073,-0.15931073,-1.8465405,-1.8465405,-1.8465405,-1.8465405,2022,0.0,0.0,0.0,0.0,2,2,-2.0058513,-2.0058513
516,Ross Dwelley,TE,TE,SF,2022,2.0857124,2.0857124,2.4509778,2.4509778,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,2.0857124,2.4509778
517,Royce Freeman,RB,RB,HOU,2022,-0.32216406,-0.32216406,-0.06488339,-0.06488339,-2.2155013,-2.2155013,-2.1887033,-2.1887033,2022,0.0,0.0,0.0,0.0,3,3,-2.5376654,-2.2535868
518,Russell Gage,WR,WR,TB,2022,1.665703,1.665703,0.6614129,0.6614129,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,12,12,1.665703,0.6614129
